split,csv_file,source_acquisition_group,has_bend,has_connector,has_break,mask_copied,original_mask
test,class3_2026_05_14_13_11_09.csv,class3,0,1,1,False,class3_2026_05_14_13_11_09.mask.json
test,class3_2026_05_14_13_12_07.csv,class3,0,1,1,False,class3_2026_05_14_13_12_07.mask.json
test,class3_2026_05_14_13_16_09.csv,class3,0,1,1,False,class3_2026_05_14_13_16_09.mask.json
test,class3_2026_05_14_13_17_09.csv,class3,0,1,1,False,class3_2026_05_14_13_17_09.mask.json
test,class3_2026_05_14_13_19_26.csv,class3,0,1,1,False,class3_2026_05_14_13_19_26.mask.json
test,class3_2026_05_14_13_22_06.csv,class3,0,1,1,False,class3_2026_05_14_13_22_06.mask.json
test,class3_2026_05_14_13_37_00.csv,class3,0,1,1,False,class3_2026_05_14_13_37_00.mask.json
test,class3_2026_05_14_13_39_43.csv,class3,0,1,1,False,class3_2026_05_14_13_39_43.mask.json
test,class3_2026_05_14_13_43_01.csv,class3,1,1,1,False,class3_2026_05_14_13_43_01.mask.json
test,class3_2026_05_14_13_43_30.csv,class3,0,1,1,False,class3_2026_05_14_13_43_30.mask.json
test,class3_2026_05_14_13_48_17.csv,class3,0,1,1,False,class3_2026_05_14_13_48_17.mask.json
test,class3_2026_05_14_14_33_56.csv,class3,0,1,1,False,class3_2026_05_14_14_33_56.mask.json
test,class3_2026_05_14_14_35_03.csv,class3,1,1,1,False,class3_2026_05_14_14_35_03.mask.json
test,class3_2026_05_14_14_35_52.csv,class3,0,1,1,False,class3_2026_05_14_14_35_52.mask.json
test,class3_2026_05_14_14_40_05.csv,class3,0,1,1,False,class3_2026_05_14_14_40_05.mask.json
test,class3_2026_05_14_14_40_57.csv,class3,0,0,1,False,class3_2026_05_14_14_40_57.mask.json
test,class3_2026_05_22_11_09_35.csv,class3,1,1,1,False,class3_2026_05_22_11_09_35.mask.json
train,class1_2026_04_27_14_36_42.csv,class1,0,1,1,True,class1_2026_04_27_14_36_42.mask.json
train,class1_2026_04_27_14_36_49.csv,class1,0,1,1,True,class1_2026_04_27_14_36_49.mask.json
train,class1_2026_04_27_14_37_00.csv,class1,0,1,1,True,class1_2026_04_27_14_37_00.mask.json
train,class1_2026_04_27_14_37_06.csv,class1,0,1,1,True,class1_2026_04_27_14_37_06.mask.json
train,class1_2026_04_27_14_37_17.csv,class1,0,1,1,True,class1_2026_04_27_14_37_17.mask.json
train,class1_2026_04_27_14_37_28.csv,class1,0,1,1,True,class1_2026_04_27_14_37_28.mask.json
train,class1_2026_04_27_14_37_34.csv,class1,0,1,1,True,class1_2026_04_27_14_37_34.mask.json
train,class1_2026_04_27_14_37_39.csv,class1,0,1,1,True,class1_2026_04_27_14_37_39.mask.json
train,class1_2026_04_27_14_37_46.csv,class1,0,1,1,True,class1_2026_04_27_14_37_46.mask.json
train,class1_2026_04_27_14_38_03.csv,class1,0,1,1,True,class1_2026_04_27_14_38_03.mask.json
train,class1_2026_04_27_14_38_09.csv,class1,0,1,1,True,class1_2026_04_27_14_38_09.mask.json
train,class1_2026_04_27_14_38_20.csv,class1,0,1,1,True,class1_2026_04_27_14_38_20.mask.json
train,class1_2026_04_27_14_38_31.csv,class1,0,1,1,True,class1_2026_04_27_14_38_31.mask.json
train,class1_2026_04_27_14_38_38.csv,class1,0,1,1,True,class1_2026_04_27_14_38_38.mask.json
train,class1_2026_04_27_14_38_57.csv,class1,0,1,1,True,class1_2026_04_27_14_38_57.mask.json
train,class1_2026_04_27_14_39_05.csv,class1,0,1,1,True,class1_2026_04_27_14_39_05.mask.json
train,class1_2026_04_27_14_39_17.csv,class1,0,1,1,True,class1_2026_04_27_14_39_17.mask.json
train,class1_2026_04_27_14_39_22.csv,class1,0,1,1,True,class1_2026_04_27_14_39_22.mask.json
train,class1_2026_04_27_14_39_34.csv,class1,0,1,1,True,class1_2026_04_27_14_39_34.mask.json
train,class1_2026_04_27_14_44_55.csv,class1,0,1,1,True,class1_2026_04_27_14_44_55.mask.json
train,class1_2026_04_27_14_45_04.csv,class1,0,1,1,True,class1_2026_04_27_14_45_04.mask.json
train,class1_2026_04_27_14_45_10.csv,class1,0,1,1,True,class1_2026_04_27_14_45_10.mask.json
train,class1_2026_04_27_14_45_19.csv,class1,0,1,1,True,class1_2026_04_27_14_45_19.mask.json
train,class1_2026_04_27_14_45_33.csv,class1,0,1,1,True,class1_2026_04_27_14_45_33.mask.json
train,class1_2026_04_27_14_45_40.csv,class1,0,1,1,True,class1_2026_04_27_14_45_40.mask.json
train,class1_2026_04_27_14_46_10.csv,class1,0,1,1,True,class1_2026_04_27_14_46_10.mask.json
train,class1_2026_04_27_14_46_34.csv,class1,0,1,1,True,class1_2026_04_27_14_46_34.mask.json
train,class1_2026_04_27_14_46_41.csv,class1,0,1,1,True,class1_2026_04_27_14_46_41.mask.json
train,class1_2026_04_27_14_46_48.csv,class1,0,1,1,True,class1_2026_04_27_14_46_48.mask.json
train,class1_2026_04_27_14_46_55.csv,class1,0,1,1,True,class1_2026_04_27_14_46_55.mask.json
train,class1_2026_04_27_14_47_07.csv,class1,0,1,1,True,class1_2026_04_27_14_47_07.mask.json
train,class1_2026_04_27_14_47_13.csv,class1,0,1,1,True,class1_2026_04_27_14_47_13.mask.json
train,class1_2026_04_27_14_47_25.csv,class1,0,1,1,True,class1_2026_04_27_14_47_25.mask.json
train,class1_2026_04_27_14_47_36.csv,class1,0,1,1,True,class1_2026_04_27_14_47_36.mask.json
train,class1_2026_04_27_14_47_43.csv,class1,0,1,1,True,class1_2026_04_27_14_47_43.mask.json
train,class1_2026_04_27_14_47_50.csv,class1,0,1,1,True,class1_2026_04_27_14_47_50.mask.json
train,class1_2026_04_27_14_47_57.csv,class1,0,1,1,True,class1_2026_04_27_14_47_57.mask.json
train,class1_2026_04_27_14_48_20.csv,class1,0,1,1,True,class1_2026_04_27_14_48_20.mask.json
train,class1_2026_04_27_14_48_26.csv,class1,0,1,1,True,class1_2026_04_27_14_48_26.mask.json
train,class1_2026_04_27_14_48_38.csv,class1,0,1,1,True,class1_2026_04_27_14_48_38.mask.json
train,class1_2026_04_27_14_48_51.csv,class1,0,1,1,True,class1_2026_04_27_14_48_51.mask.json
train,class1_2026_04_27_14_48_58.csv,class1,0,1,1,True,class1_2026_04_27_14_48_58.mask.json
train,class1_2026_04_27_14_49_08.csv,class1,0,1,1,True,class1_2026_04_27_14_49_08.mask.json
train,class1_2026_04_27_14_49_15.csv,class1,0,1,1,True,class1_2026_04_27_14_49_15.mask.json
train,class1_2026_04_27_14_49_30.csv,class1,0,1,1,True,class1_2026_04_27_14_49_30.mask.json
train,class1_2026_04_27_14_49_38.csv,class1,0,1,1,True,class1_2026_04_27_14_49_38.mask.json
train,class1_2026_04_27_14_49_51.csv,class1,0,1,1,True,class1_2026_04_27_14_49_51.mask.json
train,class2_2026_04_27_15_12_38.csv,class2,1,1,1,True,class2_2026_04_27_15_12_38.mask.json
train,class2_2026_04_27_15_13_52.csv,class2,1,1,1,True,class2_2026_04_27_15_13_52.mask.json
train,class2_2026_04_27_15_14_19.csv,class2,1,1,1,True,class2_2026_04_27_15_14_19.mask.json
train,class2_2026_04_27_15_14_43.csv,class2,1,1,1,True,class2_2026_04_27_15_14_43.mask.json
train,class2_2026_04_27_15_15_26.csv,class2,1,1,1,True,class2_2026_04_27_15_15_26.mask.json
train,class2_2026_04_27_15_15_45.csv,class2,1,1,1,True,class2_2026_04_27_15_15_45.mask.json
train,class2_2026_04_27_15_16_03.csv,class2,1,1,1,True,class2_2026_04_27_15_16_03.mask.json
train,class2_2026_04_27_15_16_23.csv,class2,1,1,1,True,class2_2026_04_27_15_16_23.mask.json
train,class2_2026_04_27_15_16_58.csv,class2,1,0,1,True,class2_2026_04_27_15_16_58.mask.json
train,class2_2026_04_27_15_17_37.csv,class2,1,1,1,True,class2_2026_04_27_15_17_37.mask.json
train,class2_2026_04_27_15_17_53.csv,class2,1,1,1,True,class2_2026_04_27_15_17_53.mask.json
train,class2_2026_04_27_15_18_09.csv,class2,1,1,1,True,class2_2026_04_27_15_18_09.mask.json
train,class2_2026_04_27_15_18_47.csv,class2,1,0,1,True,class2_2026_04_27_15_18_47.mask.json
train,class2_2026_04_27_15_19_06.csv,class2,1,1,1,True,class2_2026_04_27_15_19_06.mask.json
train,class2_2026_04_27_15_19_23.csv,class2,1,1,1,True,class2_2026_04_27_15_19_23.mask.json
train,class2_2026_04_27_15_19_40.csv,class2,1,1,1,True,class2_2026_04_27_15_19_40.mask.json
train,class2_2026_04_27_15_19_54.csv,class2,1,1,1,True,class2_2026_04_27_15_19_54.mask.json
train,class2_2026_04_27_15_20_40.csv,class2,1,1,1,True,class2_2026_04_27_15_20_40.mask.json
train,class2_2026_04_27_15_20_55.csv,class2,1,1,1,True,class2_2026_04_27_15_20_55.mask.json
train,class2_2026_04_27_15_21_13.csv,class2,1,1,1,True,class2_2026_04_27_15_21_13.mask.json
train,class2_2026_04_27_15_21_50.csv,class2,1,1,1,True,class2_2026_04_27_15_21_50.mask.json
train,class2_2026_04_27_15_22_05.csv,class2,0,1,1,True,class2_2026_04_27_15_22_05.mask.json
train,class2_2026_04_27_15_22_37.csv,class2,1,1,1,True,class2_2026_04_27_15_22_37.mask.json
train,class2_2026_04_27_15_22_54.csv,class2,1,1,1,True,class2_2026_04_27_15_22_54.mask.json
train,class2_2026_04_27_15_23_25.csv,class2,1,1,1,True,class2_2026_04_27_15_23_25.mask.json
train,class2_2026_04_27_15_23_51.csv,class2,1,1,1,True,class2_2026_04_27_15_23_51.mask.json
train,class2_2026_04_27_15_24_02.csv,class2,1,1,1,True,class2_2026_04_27_15_24_02.mask.json
train,class2_2026_04_27_15_24_13.csv,class2,1,1,1,True,class2_2026_04_27_15_24_13.mask.json
train,class2_2026_04_27_15_24_39.csv,class2,1,1,1,True,class2_2026_04_27_15_24_39.mask.json
train,class2_2026_04_27_15_24_51.csv,class2,1,1,1,True,class2_2026_04_27_15_24_51.mask.json
train,class2_2026_04_27_15_25_04.csv,class2,1,1,1,True,class2_2026_04_27_15_25_04.mask.json
train,class2_2026_04_27_15_25_30.csv,class2,1,1,1,True,class2_2026_04_27_15_25_30.mask.json
train,class2_2026_04_27_15_25_54.csv,class2,1,1,1,True,class2_2026_04_27_15_25_54.mask.json
train,class2_2026_04_27_15_26_06.csv,class2,1,1,1,True,class2_2026_04_27_15_26_06.mask.json
train,class2_2026_04_27_15_26_18.csv,class2,1,1,1,True,class2_2026_04_27_15_26_18.mask.json
train,class2_2026_04_27_15_26_42.csv,class2,1,1,1,True,class2_2026_04_27_15_26_42.mask.json
train,class2_2026_04_27_15_26_56.csv,class2,1,1,1,True,class2_2026_04_27_15_26_56.mask.json
train,class2_2026_04_27_15_27_06.csv,class2,1,1,1,True,class2_2026_04_27_15_27_06.mask.json
train,class2_2026_04_27_15_27_43.csv,class2,1,1,1,True,class2_2026_04_27_15_27_43.mask.json
train,class2_2026_04_27_15_28_40.csv,class2,1,1,1,True,class2_2026_04_27_15_28_40.mask.json
train,class2_2026_04_27_15_29_01.csv,class2,1,1,1,True,class2_2026_04_27_15_29_01.mask.json
train,class2_2026_04_27_15_29_16.csv,class2,1,1,1,True,class2_2026_04_27_15_29_16.mask.json
train,class2_2026_04_27_15_29_49.csv,class2,1,1,1,True,class2_2026_04_27_15_29_49.mask.json
train,class2_2026_04_27_15_30_09.csv,class2,1,1,1,True,class2_2026_04_27_15_30_09.mask.json
train,class2_2026_04_27_15_30_26.csv,class2,1,1,1,True,class2_2026_04_27_15_30_26.mask.json
train,class2_2026_04_27_15_31_19.csv,class2,1,1,1,True,class2_2026_04_27_15_31_19.mask.json
train,class2_2026_04_27_15_31_33.csv,class2,1,1,1,True,class2_2026_04_27_15_31_33.mask.json
train,class2_2026_04_27_15_31_49.csv,class2,1,1,1,True,class2_2026_04_27_15_31_49.mask.json
train,class2_2026_04_27_15_32_04.csv,class2,1,1,1,True,class2_2026_04_27_15_32_04.mask.json
train,class2_2026_04_27_15_32_35.csv,class2,1,1,1,True,class2_2026_04_27_15_32_35.mask.json
train,class2_2026_04_27_15_32_53.csv,class2,1,1,1,True,class2_2026_04_27_15_32_53.mask.json
train,class2_2026_04_27_15_33_11.csv,class2,1,1,1,True,class2_2026_04_27_15_33_11.mask.json
train,class2_2026_04_27_15_33_53.csv,class2,1,1,1,True,class2_2026_04_27_15_33_53.mask.json
train,class2_2026_04_27_15_34_05.csv,class2,1,1,1,True,class2_2026_04_27_15_34_05.mask.json
train,class2_2026_04_27_15_34_16.csv,class2,1,1,1,True,class2_2026_04_27_15_34_16.mask.json
train,class2_2026_04_27_15_34_30.csv,class2,1,1,1,True,class2_2026_04_27_15_34_30.mask.json
train,class2_2026_04_27_15_34_55.csv,class2,1,1,1,True,class2_2026_04_27_15_34_55.mask.json
train,class2_2026_04_27_15_35_08.csv,class2,1,1,1,True,class2_2026_04_27_15_35_08.mask.json
train,class2_2026_04_27_15_35_21.csv,class2,1,1,1,True,class2_2026_04_27_15_35_21.mask.json
train,class2_2026_04_27_15_35_45.csv,class2,1,1,1,True,class2_2026_04_27_15_35_45.mask.json
train,class2_2026_04_27_15_36_08.csv,class2,1,1,1,True,class2_2026_04_27_15_36_08.mask.json
train,class2_2026_04_27_15_36_21.csv,class2,1,1,1,True,class2_2026_04_27_15_36_21.mask.json
train,class2_2026_04_27_15_36_45.csv,class2,1,1,1,True,class2_2026_04_27_15_36_45.mask.json
train,class2_2026_04_27_15_37_18.csv,class2,1,1,1,True,class2_2026_04_27_15_37_18.mask.json
train,class2_2026_04_27_15_37_33.csv,class2,1,1,1,True,class2_2026_04_27_15_37_33.mask.json
train,class2_2026_04_27_15_37_46.csv,class2,1,1,1,True,class2_2026_04_27_15_37_46.mask.json
train,class2_2026_04_27_15_37_57.csv,class2,1,1,1,True,class2_2026_04_27_15_37_57.mask.json
train,class2_2026_04_27_15_38_31.csv,class2,1,1,1,True,class2_2026_04_27_15_38_31.mask.json
train,class2_2026_04_27_15_38_41.csv,class2,1,1,1,True,class2_2026_04_27_15_38_41.mask.json
train,class2_2026_04_27_15_38_53.csv,class2,1,1,1,True,class2_2026_04_27_15_38_53.mask.json
train,class2_2026_04_27_15_39_15.csv,class2,1,1,1,True,class2_2026_04_27_15_39_15.mask.json
train,class2_2026_04_27_15_39_26.csv,class2,1,1,1,True,class2_2026_04_27_15_39_26.mask.json
train,class2_2026_04_27_15_39_36.csv,class2,1,1,1,True,class2_2026_04_27_15_39_36.mask.json
train,class2_2026_04_27_15_39_46.csv,class2,1,1,1,True,class2_2026_04_27_15_39_46.mask.json
train,class2_2026_04_27_15_40_23.csv,class2,1,1,1,True,class2_2026_04_27_15_40_23.mask.json
train,class2_2026_04_27_15_40_35.csv,class2,1,1,1,True,class2_2026_04_27_15_40_35.mask.json
train,class2_2026_04_27_15_41_02.csv,class2,1,1,1,True,class2_2026_04_27_15_41_02.mask.json
train,class2_2026_04_27_15_41_29.csv,class2,1,1,1,True,class2_2026_04_27_15_41_29.mask.json
train,class2_2026_04_27_15_41_42.csv,class2,1,1,1,True,class2_2026_04_27_15_41_42.mask.json
train,class2_2026_04_27_15_41_59.csv,class2,1,1,1,True,class2_2026_04_27_15_41_59.mask.json
train,class2_2026_04_27_15_42_14.csv,class2,1,1,1,True,class2_2026_04_27_15_42_14.mask.json
train,class2_2026_04_27_15_42_56.csv,class2,1,1,1,True,class2_2026_04_27_15_42_56.mask.json
train,class2_2026_04_27_15_43_11.csv,class2,1,1,1,True,class2_2026_04_27_15_43_11.mask.json
train,class2_2026_04_27_15_43_31.csv,class2,1,1,1,True,class2_2026_04_27_15_43_31.mask.json
train,class2_2026_04_27_15_44_16.csv,class2,1,1,1,True,class2_2026_04_27_15_44_16.mask.json
train,class2_2026_04_27_15_44_29.csv,class2,1,1,1,True,class2_2026_04_27_15_44_29.mask.json
train,class2_2026_04_27_15_44_43.csv,class2,1,1,1,True,class2_2026_04_27_15_44_43.mask.json
train,class2_2026_04_27_15_44_57.csv,class2,1,1,1,True,class2_2026_04_27_15_44_57.mask.json
train,class2_2026_04_27_15_45_39.csv,class2,1,1,1,True,class2_2026_04_27_15_45_39.mask.json
train,class2_2026_04_27_15_45_59.csv,class2,1,1,1,True,class2_2026_04_27_15_45_59.mask.json
train,class2_2026_04_27_15_46_14.csv,class2,1,1,1,True,class2_2026_04_27_15_46_14.mask.json
train,class2_2026_04_27_15_46_41.csv,class2,1,1,1,True,class2_2026_04_27_15_46_41.mask.json
train,class2_2026_04_27_15_46_57.csv,class2,1,1,1,True,class2_2026_04_27_15_46_57.mask.json
train,class2_2026_04_27_15_47_10.csv,class2,1,1,1,True,class2_2026_04_27_15_47_10.mask.json
train,class2_2026_04_27_15_47_24.csv,class2,1,1,1,True,class2_2026_04_27_15_47_24.mask.json
train,class2_2026_04_27_15_48_07.csv,class2,1,1,1,True,class2_2026_04_27_15_48_07.mask.json
train,class2_2026_04_27_15_48_22.csv,class2,1,1,1,True,class2_2026_04_27_15_48_22.mask.json
train,class2_2026_04_27_15_48_35.csv,class2,1,1,1,True,class2_2026_04_27_15_48_35.mask.json
train,class2_2026_04_27_15_49_00.csv,class2,1,1,1,True,class2_2026_04_27_15_49_00.mask.json
train,class2_2026_04_27_15_49_13.csv,class2,1,1,1,True,class2_2026_04_27_15_49_13.mask.json
train,class2_2026_04_27_15_49_29.csv,class2,1,1,1,True,class2_2026_04_27_15_49_29.mask.json
train,class2_2026_04_27_15_49_56.csv,class2,1,1,1,True,class2_2026_04_27_15_49_56.mask.json
train,class2_2026_04_27_15_50_35.csv,class2,1,1,1,True,class2_2026_04_27_15_50_35.mask.json
train,class2_2026_04_27_15_50_53.csv,class2,1,1,1,True,class2_2026_04_27_15_50_53.mask.json
train,class2_2026_04_27_15_51_19.csv,class2,1,1,1,True,class2_2026_04_27_15_51_19.mask.json
train,class2_2026_04_27_15_51_44.csv,class2,1,1,1,True,class2_2026_04_27_15_51_44.mask.json
train,class2_2026_04_27_15_51_56.csv,class2,1,1,1,True,class2_2026_04_27_15_51_56.mask.json
train,class2_2026_04_27_15_52_07.csv,class2,1,1,1,True,class2_2026_04_27_15_52_07.mask.json
train,class2_2026_04_27_15_52_49.csv,class2,1,1,1,True,class2_2026_04_27_15_52_49.mask.json
train,class2_2026_04_27_15_53_29.csv,class2,1,1,1,True,class2_2026_04_27_15_53_29.mask.json
train,class2_2026_04_27_15_53_40.csv,class2,1,1,1,True,class2_2026_04_27_15_53_40.mask.json
train,class2_2026_04_27_15_53_51.csv,class2,1,1,1,True,class2_2026_04_27_15_53_51.mask.json
train,class2_2026_04_27_15_54_15.csv,class2,1,1,1,True,class2_2026_04_27_15_54_15.mask.json
train,class2_2026_04_27_15_54_27.csv,class2,1,1,1,True,class2_2026_04_27_15_54_27.mask.json
train,class2_2026_04_27_15_54_38.csv,class2,1,1,1,True,class2_2026_04_27_15_54_38.mask.json
train,class2_2026_04_27_15_57_04.csv,class2,1,1,1,True,class2_2026_04_27_15_57_04.mask.json
train,class2_2026_04_27_15_57_48.csv,class2,1,1,1,True,class2_2026_04_27_15_57_48.mask.json
train,class2_2026_04_27_15_58_04.csv,class2,1,1,1,True,class2_2026_04_27_15_58_04.mask.json
train,class2_2026_04_27_15_58_37.csv,class2,1,1,1,True,class2_2026_04_27_15_58_37.mask.json
train,class2_2026_04_27_15_59_08.csv,class2,1,1,1,True,class2_2026_04_27_15_59_08.mask.json
train,class2_2026_04_27_15_59_21.csv,class2,1,0,1,True,class2_2026_04_27_15_59_21.mask.json
train,class2_2026_04_27_15_59_35.csv,class2,1,1,1,True,class2_2026_04_27_15_59_35.mask.json
train,class2_2026_04_27_15_59_47.csv,class2,1,1,1,True,class2_2026_04_27_15_59_47.mask.json
train,class2_2026_04_27_16_00_33.csv,class2,1,1,1,True,class2_2026_04_27_16_00_33.mask.json
train,class2_2026_04_27_16_00_46.csv,class2,1,1,1,True,class2_2026_04_27_16_00_46.mask.json
train,class2_2026_04_27_16_00_57.csv,class2,1,1,1,True,class2_2026_04_27_16_00_57.mask.json
train,class2_2026_04_27_16_01_09.csv,class2,1,1,1,True,class2_2026_04_27_16_01_09.mask.json
train,class2_2026_04_27_16_01_41.csv,class2,1,1,1,True,class2_2026_04_27_16_01_41.mask.json
train,class2_2026_04_27_16_01_55.csv,class2,1,1,1,True,class2_2026_04_27_16_01_55.mask.json
train,class2_2026_04_27_16_02_06.csv,class2,1,1,1,True,class2_2026_04_27_16_02_06.mask.json
train,class2_2026_04_27_16_02_47.csv,class2,1,1,1,True,class2_2026_04_27_16_02_47.mask.json
train,class2_2026_04_27_16_03_03.csv,class2,1,1,1,True,class2_2026_04_27_16_03_03.mask.json
