split,acquisition_group,csv_file,mask_available_to_model,mask_source_file
val,class1,class1_2026_04_27_14_36_49.csv,True,class1_2026_04_27_14_36_49.mask.json
val,class1,class1_2026_04_27_14_36_54.csv,True,class1_2026_04_27_14_36_54.mask.json
val,class1,class1_2026_04_27_14_43_57.csv,True,class1_2026_04_27_14_43_57.mask.json
test,class1,class1_2026_04_27_14_46_27.csv,False,class1_2026_04_27_14_46_27.mask.json
test,class1,class1_2026_04_27_14_37_11.csv,False,class1_2026_04_27_14_37_11.mask.json
test,class1,class1_2026_04_27_14_45_40.csv,False,class1_2026_04_27_14_45_40.mask.json
test,class1,class1_2026_04_27_14_49_08.csv,False,class1_2026_04_27_14_49_08.mask.json
test,class1,class1_2026_04_27_14_47_07.csv,False,class1_2026_04_27_14_47_07.mask.json
test,class1,class1_2026_04_27_14_37_17.csv,False,class1_2026_04_27_14_37_17.mask.json
test,class1,class1_2026_04_27_14_47_31.csv,False,class1_2026_04_27_14_47_31.mask.json
test,class1,class1_2026_04_27_14_37_28.csv,False,class1_2026_04_27_14_37_28.mask.json
test,class1,class1_2026_04_27_14_49_51.csv,False,class1_2026_04_27_14_49_51.mask.json
test,class1,class1_2026_04_27_14_45_19.csv,False,class1_2026_04_27_14_45_19.mask.json
test,class1,class1_2026_04_27_14_45_49.csv,False,class1_2026_04_27_14_45_49.mask.json
test,class1,class1_2026_04_27_14_37_00.csv,False,class1_2026_04_27_14_37_00.mask.json
test,class1,class1_2026_04_27_14_38_09.csv,False,class1_2026_04_27_14_38_09.mask.json
train,class2,class2_2026_04_27_15_36_32.csv,True,class2_2026_04_27_15_36_32.mask.json
train,class2,class2_2026_04_27_15_53_40.csv,True,class2_2026_04_27_15_53_40.mask.json
train,class2,class2_2026_04_27_16_08_42.csv,True,class2_2026_04_27_16_08_42.mask.json
train,class2,class2_2026_04_27_15_25_18.csv,True,class2_2026_04_27_15_25_18.mask.json
train,class2,class2_2026_04_27_15_20_11.csv,True,class2_2026_04_27_15_20_11.mask.json
train,class2,class2_2026_04_27_15_16_23.csv,True,class2_2026_04_27_15_16_23.mask.json
train,class2,class2_2026_04_27_16_07_23.csv,True,class2_2026_04_27_16_07_23.mask.json
train,class2,class2_2026_04_27_15_44_29.csv,True,class2_2026_04_27_15_44_29.mask.json
train,class2,class2_2026_04_27_15_35_45.csv,True,class2_2026_04_27_15_35_45.mask.json
train,class2,class2_2026_04_27_15_18_47.csv,True,class2_2026_04_27_15_18_47.mask.json
train,class2,class2_2026_04_27_15_37_57.csv,True,class2_2026_04_27_15_37_57.mask.json
train,class2,class2_2026_04_27_15_34_55.csv,True,class2_2026_04_27_15_34_55.mask.json
train,class2,class2_2026_04_27_15_51_56.csv,True,class2_2026_04_27_15_51_56.mask.json
train,class2,class2_2026_04_27_15_47_51.csv,True,class2_2026_04_27_15_47_51.mask.json
train,class2,class2_2026_04_27_15_57_04.csv,True,class2_2026_04_27_15_57_04.mask.json
train,class2,class2_2026_04_27_15_12_38.csv,True,class2_2026_04_27_15_12_38.mask.json
train,class2,class2_2026_04_27_16_08_30.csv,True,class2_2026_04_27_16_08_30.mask.json
train,class2,class2_2026_04_27_16_03_55.csv,True,class2_2026_04_27_16_03_55.mask.json
train,class2,class2_2026_04_27_15_29_16.csv,True,class2_2026_04_27_15_29_16.mask.json
train,class2,class2_2026_04_27_15_39_36.csv,True,class2_2026_04_27_15_39_36.mask.json
train,class2,class2_2026_04_27_15_35_08.csv,True,class2_2026_04_27_15_35_08.mask.json
train,class2,class2_2026_04_27_15_24_02.csv,True,class2_2026_04_27_15_24_02.mask.json
train,class2,class2_2026_04_27_15_26_56.csv,True,class2_2026_04_27_15_26_56.mask.json
train,class2,class2_2026_04_27_15_14_19.csv,True,class2_2026_04_27_15_14_19.mask.json
train,class2,class2_2026_04_27_16_04_37.csv,True,class2_2026_04_27_16_04_37.mask.json
train,class2,class2_2026_04_27_16_10_58.csv,True,class2_2026_04_27_16_10_58.mask.json
train,class2,class2_2026_04_27_15_41_29.csv,True,class2_2026_04_27_15_41_29.mask.json
train,class2,class2_2026_04_27_15_34_16.csv,True,class2_2026_04_27_15_34_16.mask.json
train,class2,class2_2026_04_27_15_23_51.csv,True,class2_2026_04_27_15_23_51.mask.json
train,class2,class2_2026_04_27_15_38_53.csv,True,class2_2026_04_27_15_38_53.mask.json
train,class2,class2_2026_04_27_15_34_30.csv,True,class2_2026_04_27_15_34_30.mask.json
train,class2,class2_2026_04_27_16_05_01.csv,True,class2_2026_04_27_16_05_01.mask.json
train,class2,class2_2026_04_27_15_29_49.csv,True,class2_2026_04_27_15_29_49.mask.json
train,class2,class2_2026_04_27_16_08_56.csv,True,class2_2026_04_27_16_08_56.mask.json
train,class2,class2_2026_04_27_15_26_18.csv,True,class2_2026_04_27_15_26_18.mask.json
train,class2,class2_2026_04_27_16_01_41.csv,True,class2_2026_04_27_16_01_41.mask.json
train,class2,class2_2026_04_27_15_13_34.csv,True,class2_2026_04_27_15_13_34.mask.json
train,class2,class2_2026_04_27_15_31_02.csv,True,class2_2026_04_27_15_31_02.mask.json
train,class2,class2_2026_04_27_15_46_41.csv,True,class2_2026_04_27_15_46_41.mask.json
train,class2,class2_2026_04_27_15_42_14.csv,True,class2_2026_04_27_15_42_14.mask.json
train,class2,class2_2026_04_27_15_19_40.csv,True,class2_2026_04_27_15_19_40.mask.json
train,class2,class2_2026_04_27_15_35_57.csv,True,class2_2026_04_27_15_35_57.mask.json
train,class2,class2_2026_04_27_15_33_11.csv,True,class2_2026_04_27_15_33_11.mask.json
train,class2,class2_2026_04_27_15_14_43.csv,True,class2_2026_04_27_15_14_43.mask.json
train,class2,class2_2026_04_27_15_53_29.csv,True,class2_2026_04_27_15_53_29.mask.json
train,class2,class2_2026_04_27_15_20_40.csv,True,class2_2026_04_27_15_20_40.mask.json
train,class2,class2_2026_04_27_15_26_06.csv,True,class2_2026_04_27_15_26_06.mask.json
train,class2,class2_2026_04_27_16_03_33.csv,True,class2_2026_04_27_16_03_33.mask.json
train,class2,class2_2026_04_27_15_39_46.csv,True,class2_2026_04_27_15_39_46.mask.json
train,class2,class2_2026_04_27_15_46_57.csv,True,class2_2026_04_27_15_46_57.mask.json
train,class2,class2_2026_04_27_16_04_48.csv,True,class2_2026_04_27_16_04_48.mask.json
train,class2,class2_2026_04_27_15_48_07.csv,True,class2_2026_04_27_15_48_07.mask.json
train,class2,class2_2026_04_27_15_50_20.csv,True,class2_2026_04_27_15_50_20.mask.json
train,class2,class2_2026_04_27_15_23_09.csv,True,class2_2026_04_27_15_23_09.mask.json
train,class2,class2_2026_04_27_15_16_58.csv,True,class2_2026_04_27_15_16_58.mask.json
train,class2,class2_2026_04_27_15_49_13.csv,True,class2_2026_04_27_15_49_13.mask.json
train,class2,class2_2026_04_27_15_24_51.csv,True,class2_2026_04_27_15_24_51.mask.json
train,class2,class2_2026_04_27_15_18_09.csv,True,class2_2026_04_27_15_18_09.mask.json
train,class2,class2_2026_04_27_15_36_21.csv,True,class2_2026_04_27_15_36_21.mask.json
train,class2,class2_2026_04_27_15_22_37.csv,True,class2_2026_04_27_15_22_37.mask.json
train,class2,class2_2026_04_27_15_59_08.csv,True,class2_2026_04_27_15_59_08.mask.json
train,class2,class2_2026_04_27_15_37_07.csv,True,class2_2026_04_27_15_37_07.mask.json
train,class2,class2_2026_04_27_15_28_02.csv,True,class2_2026_04_27_15_28_02.mask.json
train,class2,class2_2026_04_27_15_13_52.csv,True,class2_2026_04_27_15_13_52.mask.json
train,class2,class2_2026_04_27_15_33_24.csv,True,class2_2026_04_27_15_33_24.mask.json
train,class2,class2_2026_04_27_16_10_18.csv,True,class2_2026_04_27_16_10_18.mask.json
train,class2,class2_2026_04_27_15_41_02.csv,True,class2_2026_04_27_15_41_02.mask.json
train,class2,class2_2026_04_27_15_15_45.csv,True,class2_2026_04_27_15_15_45.mask.json
train,class2,class2_2026_04_27_15_43_31.csv,True,class2_2026_04_27_15_43_31.mask.json
train,class2,class2_2026_04_27_15_48_22.csv,True,class2_2026_04_27_15_48_22.mask.json
train,class2,class2_2026_04_27_16_01_55.csv,True,class2_2026_04_27_16_01_55.mask.json
train,class2,class2_2026_04_27_16_07_33.csv,True,class2_2026_04_27_16_07_33.mask.json
train,class2,class2_2026_04_27_15_41_42.csv,True,class2_2026_04_27_15_41_42.mask.json
train,class2,class2_2026_04_27_16_06_47.csv,True,class2_2026_04_27_16_06_47.mask.json
train,class2,class2_2026_04_27_15_43_45.csv,True,class2_2026_04_27_15_43_45.mask.json
train,class2,class2_2026_04_27_15_49_56.csv,True,class2_2026_04_27_15_49_56.mask.json
train,class2,class2_2026_04_27_15_22_05.csv,True,class2_2026_04_27_15_22_05.mask.json
train,class2,class2_2026_04_27_15_17_37.csv,True,class2_2026_04_27_15_17_37.mask.json
train,class2,class2_2026_04_27_15_28_40.csv,True,class2_2026_04_27_15_28_40.mask.json
train,class2,class2_2026_04_27_15_31_19.csv,True,class2_2026_04_27_15_31_19.mask.json
train,class2,class2_2026_04_27_16_00_17.csv,True,class2_2026_04_27_16_00_17.mask.json
train,class2,class2_2026_04_27_15_53_51.csv,True,class2_2026_04_27_15_53_51.mask.json
train,class2,class2_2026_04_27_15_26_42.csv,True,class2_2026_04_27_15_26_42.mask.json
train,class2,class2_2026_04_27_16_07_11.csv,True,class2_2026_04_27_16_07_11.mask.json
train,class2,class2_2026_04_27_16_10_45.csv,True,class2_2026_04_27_16_10_45.mask.json
train,class2,class2_2026_04_27_15_44_16.csv,True,class2_2026_04_27_15_44_16.mask.json
train,class2,class2_2026_04_27_15_46_14.csv,True,class2_2026_04_27_15_46_14.mask.json
train,class2,class2_2026_04_27_16_01_09.csv,True,class2_2026_04_27_16_01_09.mask.json
train,class2,class2_2026_04_27_15_34_05.csv,True,class2_2026_04_27_15_34_05.mask.json
train,class2,class2_2026_04_27_15_50_53.csv,True,class2_2026_04_27_15_50_53.mask.json
train,class2,class2_2026_04_27_15_22_54.csv,True,class2_2026_04_27_15_22_54.mask.json
train,class2,class2_2026_04_27_15_19_23.csv,True,class2_2026_04_27_15_19_23.mask.json
train,class2,class2_2026_04_27_15_32_19.csv,True,class2_2026_04_27_15_32_19.mask.json
train,class2,class2_2026_04_27_15_29_31.csv,True,class2_2026_04_27_15_29_31.mask.json
train,class2,class2_2026_04_27_15_35_32.csv,True,class2_2026_04_27_15_35_32.mask.json
train,class2,class2_2026_04_27_15_38_07.csv,True,class2_2026_04_27_15_38_07.mask.json
train,class2,class2_2026_04_27_15_51_44.csv,True,class2_2026_04_27_15_51_44.mask.json
train,class2,class2_2026_04_27_15_58_52.csv,True,class2_2026_04_27_15_58_52.mask.json
train,class2,class2_2026_04_27_15_44_43.csv,True,class2_2026_04_27_15_44_43.mask.json
train,class2,class2_2026_04_27_16_03_18.csv,True,class2_2026_04_27_16_03_18.mask.json
train,class2,class2_2026_04_27_15_41_59.csv,True,class2_2026_04_27_15_41_59.mask.json
train,class2,class2_2026_04_27_16_09_22.csv,True,class2_2026_04_27_16_09_22.mask.json
train,class2,class2_2026_04_27_15_57_38.csv,True,class2_2026_04_27_15_57_38.mask.json
train,class2,class2_2026_04_27_15_16_03.csv,True,class2_2026_04_27_15_16_03.mask.json
train,class2,class2_2026_04_27_15_32_53.csv,True,class2_2026_04_27_15_32_53.mask.json
train,class2,class2_2026_04_27_15_40_11.csv,True,class2_2026_04_27_15_40_11.mask.json
train,class2,class2_2026_04_27_15_15_03.csv,True,class2_2026_04_27_15_15_03.mask.json
train,class2,class2_2026_04_27_15_21_50.csv,True,class2_2026_04_27_15_21_50.mask.json
train,class2,class2_2026_04_27_16_00_46.csv,True,class2_2026_04_27_16_00_46.mask.json
train,class2,class2_2026_04_27_15_39_26.csv,True,class2_2026_04_27_15_39_26.mask.json
train,class2,class2_2026_04_27_15_39_59.csv,True,class2_2026_04_27_15_39_59.mask.json
train,class2,class2_2026_04_27_15_25_41.csv,True,class2_2026_04_27_15_25_41.mask.json
train,class2,class2_2026_04_27_16_03_45.csv,True,class2_2026_04_27_16_03_45.mask.json
train,class2,class2_2026_04_27_15_49_43.csv,True,class2_2026_04_27_15_49_43.mask.json
train,class2,class2_2026_04_27_16_06_07.csv,True,class2_2026_04_27_16_06_07.mask.json
train,class2,class2_2026_04_27_16_05_53.csv,True,class2_2026_04_27_16_05_53.mask.json
train,class2,class2_2026_04_27_16_06_59.csv,True,class2_2026_04_27_16_06_59.mask.json
train,class2,class2_2026_04_27_16_06_34.csv,True,class2_2026_04_27_16_06_34.mask.json
train,class2,class2_2026_04_27_16_00_02.csv,True,class2_2026_04_27_16_00_02.mask.json
train,class2,class2_2026_04_27_16_00_57.csv,True,class2_2026_04_27_16_00_57.mask.json
train,class2,class2_2026_04_27_16_05_41.csv,True,class2_2026_04_27_16_05_41.mask.json
train,class2,class2_2026_04_27_15_38_41.csv,True,class2_2026_04_27_15_38_41.mask.json
train,class2,class2_2026_04_27_15_44_01.csv,True,class2_2026_04_27_15_44_01.mask.json
train,class2,class2_2026_04_27_16_05_17.csv,True,class2_2026_04_27_16_05_17.mask.json
train,class2,class2_2026_04_27_15_19_06.csv,True,class2_2026_04_27_15_19_06.mask.json
train,class2,class2_2026_04_27_15_51_19.csv,True,class2_2026_04_27_15_51_19.mask.json
train,class2,class2_2026_04_27_15_25_54.csv,True,class2_2026_04_27_15_25_54.mask.json
train,class2,class2_2026_04_27_15_53_06.csv,True,class2_2026_04_27_15_53_06.mask.json
train,class2,class2_2026_04_27_15_26_28.csv,True,class2_2026_04_27_15_26_28.mask.json
train,class2,class2_2026_04_27_15_46_27.csv,True,class2_2026_04_27_15_46_27.mask.json
train,class2,class2_2026_04_27_15_33_53.csv,True,class2_2026_04_27_15_33_53.mask.json
train,class2,class2_2026_04_27_15_20_55.csv,True,class2_2026_04_27_15_20_55.mask.json
train,class2,class2_2026_04_27_15_45_39.csv,True,class2_2026_04_27_15_45_39.mask.json
train,class2,class2_2026_04_27_15_25_30.csv,True,class2_2026_04_27_15_25_30.mask.json
train,class2,class2_2026_04_27_15_45_25.csv,True,class2_2026_04_27_15_45_25.mask.json
train,class2,class2_2026_04_27_15_58_04.csv,True,class2_2026_04_27_15_58_04.mask.json
train,class2,class2_2026_04_27_15_12_17.csv,True,class2_2026_04_27_15_12_17.mask.json
train,class2,class2_2026_04_27_16_10_06.csv,True,class2_2026_04_27_16_10_06.mask.json
train,class2,class2_2026_04_27_15_52_49.csv,True,class2_2026_04_27_15_52_49.mask.json
train,class2,class2_2026_04_27_15_41_16.csv,True,class2_2026_04_27_15_41_16.mask.json
train,class2,class2_2026_04_27_15_33_39.csv,True,class2_2026_04_27_15_33_39.mask.json
train,class2,class2_2026_04_27_15_53_18.csv,True,class2_2026_04_27_15_53_18.mask.json
train,class2,class2_2026_04_27_15_36_08.csv,True,class2_2026_04_27_15_36_08.mask.json
train,class2,class2_2026_04_27_16_02_34.csv,True,class2_2026_04_27_16_02_34.mask.json
train,class2,class2_2026_04_27_16_08_20.csv,True,class2_2026_04_27_16_08_20.mask.json
train,class2,class2_2026_04_27_15_21_31.csv,True,class2_2026_04_27_15_21_31.mask.json
train,class2,class2_2026_04_27_15_13_13.csv,True,class2_2026_04_27_15_13_13.mask.json
train,class2,class2_2026_04_27_15_48_35.csv,True,class2_2026_04_27_15_48_35.mask.json
train,class2,class2_2026_04_27_15_30_46.csv,True,class2_2026_04_27_15_30_46.mask.json
train,class2,class2_2026_04_27_15_47_10.csv,True,class2_2026_04_27_15_47_10.mask.json
train,class2,class2_2026_04_27_15_43_11.csv,True,class2_2026_04_27_15_43_11.mask.json
train,class2,class2_2026_04_27_16_05_29.csv,True,class2_2026_04_27_16_05_29.mask.json
train,class2,class2_2026_04_27_15_38_31.csv,True,class2_2026_04_27_15_38_31.mask.json
train,class2,class2_2026_04_27_16_02_21.csv,True,class2_2026_04_27_16_02_21.mask.json
train,class2,class2_2026_04_27_15_51_31.csv,True,class2_2026_04_27_15_51_31.mask.json
train,class2,class2_2026_04_27_15_40_23.csv,True,class2_2026_04_27_15_40_23.mask.json
train,class2,class2_2026_04_27_15_24_25.csv,True,class2_2026_04_27_15_24_25.mask.json
train,class2,class2_2026_04_27_15_24_13.csv,True,class2_2026_04_27_15_24_13.mask.json
train,class2,class2_2026_04_27_15_21_13.csv,True,class2_2026_04_27_15_21_13.mask.json
train,class2,class2_2026_04_27_15_16_41.csv,True,class2_2026_04_27_15_16_41.mask.json
val,class2,class2_2026_04_27_15_19_54.csv,True,class2_2026_04_27_15_19_54.mask.json
val,class2,class2_2026_04_27_15_44_57.csv,True,class2_2026_04_27_15_44_57.mask.json
val,class2,class2_2026_04_27_15_45_59.csv,True,class2_2026_04_27_15_45_59.mask.json
val,class2,class2_2026_04_27_16_07_48.csv,True,class2_2026_04_27_16_07_48.mask.json
val,class2,class2_2026_04_27_16_04_21.csv,True,class2_2026_04_27_16_04_21.mask.json
val,class2,class2_2026_04_27_15_37_18.csv,True,class2_2026_04_27_15_37_18.mask.json
val,class2,class2_2026_04_27_16_02_47.csv,True,class2_2026_04_27_16_02_47.mask.json
val,class2,class2_2026_04_27_15_57_48.csv,True,class2_2026_04_27_15_57_48.mask.json
val,class2,class2_2026_04_27_15_40_35.csv,True,class2_2026_04_27_15_40_35.mask.json
val,class2,class2_2026_04_27_15_50_35.csv,True,class2_2026_04_27_15_50_35.mask.json
val,class2,class2_2026_04_27_16_04_06.csv,True,class2_2026_04_27_16_04_06.mask.json
val,class2,class2_2026_04_27_15_47_36.csv,True,class2_2026_04_27_15_47_36.mask.json
val,class2,class2_2026_04_27_15_49_00.csv,True,class2_2026_04_27_15_49_00.mask.json
val,class2,class2_2026_04_27_15_30_26.csv,True,class2_2026_04_27_15_30_26.mask.json
val,class2,class2_2026_04_27_15_23_25.csv,True,class2_2026_04_27_15_23_25.mask.json
val,class2,class2_2026_04_27_15_31_33.csv,True,class2_2026_04_27_15_31_33.mask.json
val,class2,class2_2026_04_27_15_23_37.csv,True,class2_2026_04_27_15_23_37.mask.json
val,class2,class2_2026_04_27_15_42_44.csv,True,class2_2026_04_27_15_42_44.mask.json
val,class2,class2_2026_04_27_15_54_27.csv,True,class2_2026_04_27_15_54_27.mask.json
val,class2,class2_2026_04_27_15_39_04.csv,True,class2_2026_04_27_15_39_04.mask.json
val,class2,class2_2026_04_27_15_45_10.csv,True,class2_2026_04_27_15_45_10.mask.json
val,class2,class2_2026_04_27_15_57_16.csv,True,class2_2026_04_27_15_57_16.mask.json
val,class2,class2_2026_04_27_16_06_20.csv,True,class2_2026_04_27_16_06_20.mask.json
test,class2,class2_2026_04_27_16_03_03.csv,False,class2_2026_04_27_16_03_03.mask.json
test,class2,class2_2026_04_27_16_01_24.csv,False,class2_2026_04_27_16_01_24.mask.json
test,class2,class2_2026_04_27_15_49_29.csv,False,class2_2026_04_27_15_49_29.mask.json
test,class2,class2_2026_04_27_15_27_43.csv,False,class2_2026_04_27_15_27_43.mask.json
test,class2,class2_2026_04_27_15_17_53.csv,False,class2_2026_04_27_15_17_53.mask.json
test,class2,class2_2026_04_27_16_08_08.csv,False,class2_2026_04_27_16_08_08.mask.json
test,class2,class2_2026_04_27_15_39_15.csv,False,class2_2026_04_27_15_39_15.mask.json
test,class2,class2_2026_04_27_15_34_41.csv,False,class2_2026_04_27_15_34_41.mask.json
test,class2,class2_2026_04_27_15_15_26.csv,False,class2_2026_04_27_15_15_26.mask.json
test,class2,class2_2026_04_27_15_29_01.csv,False,class2_2026_04_27_15_29_01.mask.json
test,class2,class2_2026_04_27_15_17_19.csv,False,class2_2026_04_27_15_17_19.mask.json
test,class2,class2_2026_04_27_15_35_21.csv,False,class2_2026_04_27_15_35_21.mask.json
test,class2,class2_2026_04_27_15_59_35.csv,False,class2_2026_04_27_15_59_35.mask.json
test,class2,class2_2026_04_27_15_28_20.csv,False,class2_2026_04_27_15_28_20.mask.json
test,class2,class2_2026_04_27_15_48_47.csv,False,class2_2026_04_27_15_48_47.mask.json
test,class2,class2_2026_04_27_15_59_47.csv,False,class2_2026_04_27_15_59_47.mask.json
test,class2,class2_2026_04_27_15_54_15.csv,False,class2_2026_04_27_15_54_15.mask.json
test,class2,class2_2026_04_27_15_32_04.csv,False,class2_2026_04_27_15_32_04.mask.json
test,class2,class2_2026_04_27_16_10_35.csv,False,class2_2026_04_27_16_10_35.mask.json
test,class2,class2_2026_04_27_15_42_56.csv,False,class2_2026_04_27_15_42_56.mask.json
test,class2,class2_2026_04_27_16_09_08.csv,False,class2_2026_04_27_16_09_08.mask.json
test,class2,class2_2026_04_27_15_30_09.csv,False,class2_2026_04_27_15_30_09.mask.json
test,class2,class2_2026_04_27_16_02_06.csv,False,class2_2026_04_27_16_02_06.mask.json
test,class2,class2_2026_04_27_15_47_24.csv,False,class2_2026_04_27_15_47_24.mask.json
test,class2,class2_2026_04_27_15_25_04.csv,False,class2_2026_04_27_15_25_04.mask.json
test,class2,class2_2026_04_27_16_09_51.csv,False,class2_2026_04_27_16_09_51.mask.json
test,class2,class2_2026_04_27_15_52_07.csv,False,class2_2026_04_27_15_52_07.mask.json
test,class2,class2_2026_04_27_15_18_27.csv,False,class2_2026_04_27_15_18_27.mask.json
test,class2,class2_2026_04_27_15_54_38.csv,False,class2_2026_04_27_15_54_38.mask.json
test,class2,class2_2026_04_27_15_59_21.csv,False,class2_2026_04_27_15_59_21.mask.json
test,class2,class2_2026_04_27_16_00_33.csv,False,class2_2026_04_27_16_00_33.mask.json
test,class2,class2_2026_04_27_15_31_49.csv,False,class2_2026_04_27_15_31_49.mask.json
test,class2,class2_2026_04_27_15_58_37.csv,False,class2_2026_04_27_15_58_37.mask.json
test,class2,class2_2026_04_27_15_27_06.csv,False,class2_2026_04_27_15_27_06.mask.json
test,class2,class2_2026_04_27_15_36_45.csv,False,class2_2026_04_27_15_36_45.mask.json
test,class2,class2_2026_04_27_15_37_46.csv,False,class2_2026_04_27_15_37_46.mask.json
test,class2,class2_2026_04_27_15_24_39.csv,False,class2_2026_04_27_15_24_39.mask.json
test,class2,class2_2026_04_27_15_37_33.csv,False,class2_2026_04_27_15_37_33.mask.json
test,class2,class2_2026_04_27_16_07_58.csv,False,class2_2026_04_27_16_07_58.mask.json
test,class2,class2_2026_04_27_15_54_02.csv,False,class2_2026_04_27_15_54_02.mask.json
test,class2,class2_2026_04_27_15_42_28.csv,False,class2_2026_04_27_15_42_28.mask.json
test,class2,class2_2026_04_27_15_32_35.csv,False,class2_2026_04_27_15_32_35.mask.json
test,class2,class2_2026_04_27_15_38_20.csv,False,class2_2026_04_27_15_38_20.mask.json
test,class2,class2_2026_04_27_15_20_26.csv,False,class2_2026_04_27_15_20_26.mask.json
test,class2,class2_2026_04_27_16_09_35.csv,False,class2_2026_04_27_16_09_35.mask.json
train,class3,class3_2026_05_14_13_09_48.csv,True,class3_2026_05_14_13_09_48.mask.json
